,index,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
532,17367,,,,,532299.0,,,,,,,,,
533,17382,,KENSINGTON,,,,,,,,,,,,
534,17408,,,,,,,,,,,,,PeoplesBank,
535,17410,,STORRS/MANSFIELD,,,,,,,,,,,,
536,17446,,EAST HAVEN,,,,,,,,,,,,
537,17473,,W HARTFORD,,,,,,,,,,,,
538,17545,,GUILFORD,,,,,,,,,,,,
539,17622,,NEW MIFORD,,,,,,,,,,,,
540,17649,,STAMFORD,,,,,,,,,,,,
541,17660,,MANSFIELD,,,,,,,,,,,,
542,17716,,STORRS,,,,,,,,,,,,
543,17752,,OLD SAYBROOK,,,,,,,,,,,,
544,17772,,STORRS,,,,,,,,,,,,
545,17777,,OLD SAYBROOK,,,,,,,,,,,,
546,17781,,CT,,,,,,,,,,,,
547,17787,,CONNECTICUT,,,,,,,,,,,,
548,17788,,WARREN,,,,,,,,,,,,
549,17816,,NEW HAVEN,,,,,,,,,,,,
550,17870,,NEW BRITAIN,,,,,,,,,,,,
551,17874,,WARREN,,,,,,,,,,,,
552,17953,,FAIFIELD,,,,,,,,,,,,
553,17973,,,,,,,,,,,,,,CT -
554,18019,,NEWINGTON,,,,,,,,,,,,
555,18031,,HARTFORD,,,,,,,,,,,,
556,18038,,YALESVILLE,,,,,,,,,,,,
557,18048,,GARY JAMES WRIGHT,,,,,,,,,,,,
558,18059,,GROTON,,,,,,,,,,,,
559,18119,,,,,,,,,,,,,PeoplesBank,
560,18123,,,,,722211.0,,,,,,,,,
561,18168,,,,,541712.0,,,,,,,,,
562,18186,,,,,,,,,,,,,PeoplesBank,
563,18231,,"NORWALK, CT",,,,,,,,,,,,
564,18257,,STAMFORD,,,,,,,,,,,,
565,18276,,WEST HAVEN,,,,,,,,,,,,
566,18308,,,,16498.0,,,,,,,,,,CT -
567,18310,,COLLINSVILLE,,,,,,,,,,,,
568,18317,,PORTLANT,,,,,,,,,,,,
569,18331,,AVON,,,,,,,,,,,,
570,18350,,VERNON,,,,,,,,,,,,
571,18372,,LISBON,,,,,,,,,,,,
572,18387,,STORRS,,,,,,,,,,,,
573,18389,,EQUITY MANAGEMENT,,,,,,,,,,,,
574,18432,,,,,,,,,,,,,,CT -
575,18442,,NEW HAVEN,,,,,,,,,,,,
576,18502,,MIDDLETWON,,,,,,,,,,,,
577,18538,,,,,,,,,,,,,PeoplesBank,
578,18568,,,,,,,,,,,,,,CT -
579,18606,,WATERDORD,,,,,,,,,,,,
580,18647,,EASTON,,,,,,,,,,,,
581,18731,,,,,,,,,,,,,PeoplesBank,
582,18774,,,,,541710.0,,,,,,,,,
583,18802,,BERLIN,,,,,,,,,,,,
584,18851,,,,,,,,,,,,,,CT -
585,18861,,KENSINGTON,,,,,,,,,,,,
586,18877,,WEST HARTFORD,,,,,,,,,,,,
587,18898,,YALESVILLE,,,,,,,,,,,,
588,18905,,EAST HAVEN,,,,,,,,,,,,
589,18919,,BARKHAMSTED,,,,,,,,,,,,
590,18921,,FAIRIFELD,,,,,,,,,,,,
591,18950,,,,,517210.0,,,,,,,,,
592,18974,,BARKHAMSTED,,,,,,,,,,,,
593,18991,,NEWINGTON,,,,,,,,,,,,
594,19037,,CT,,,,,,,,,,,,
595,19056,,COLLINSVILLE,,,,,,,,,,,,
596,19106,,POMFRET,,,,,,,,,,,,
597,19174,,GRANBY,,,,,,,,,,,,
598,19176,,MANSFIELD,,,,,,,,,,,,
599,19199,,NERWINGTON,,,,,,,,,,,,
600,19209,,LITCHFIELD,,,,,,,,,,,,
601,19235,,EAST HAVEN,,,,,,,,,,,,
602,19243,,"FARMINGTON,",,,,,,,,,,,,
603,19285,,COLLINSVILLE,,,,,,,,,,,,
604,19373,,KENSINGTON,,,,,,,,,,,,
605,19475,,NEW HAVEN,,,,,,,,,,,,
606,19564,,"VERNON,",,,,,,,,,,,,
607,19575,,VERNON,,,,,,,,,,,,
608,19586,,COLLINSVILLE,,,,,,,,,,,,
609,19630,,NORTHFORD,,,,,,,,,,,,
610,19649,,STORRS- MANSFIELD,,,,,,,,,,,,
611,19684,,WARREN,,,,,,,,,,,,
612,19794,,PROSPECT,,,,,,,,,,,,
613,19858,,MIDDLETOWN,,,,,,,,,,,,
614,19950,,WEST HRTFORD,,,,,,,,,,,,
615,19957,,WETHESFIELD,,,,,,,,,,,,
616,19979,,VERNON,,,,,,,,,,,,
617,20034,,EASTPM,,,,,,,,,,,,
618,20099,,,,,,,,,,,,,PeoplesBank,
619,20102,,MANSFIELD,,,,,,,,,,,,
620,20107,,NEW HAVEN,,,,,,,,,,,,
621,20153,,,,,532299.0,,,,,,,,,
622,20169,,GLASTONBURY,,,,,,,,,,,,
623,20183,,06410,,,,,,,,,,,,
624,20185,,BARKHAMSTED,,,,,,,,,,,,
625,20237,,VERNON,,,,,,,,,,,,
626,20253,,MANSFIELD,,,,,,,,,,,,
627,20288,,GLASTONBURY,,,,,,,,,,,,
628,20333,,MIDDLETOWN,,,,,,,,,,,,
629,20369,,VERNON,,,,,,,,,,,,
630,20463,,STORRS,,,,,,,,,,,,
631,20470,,ROCKYHILL,,,,,,,,,,,,
632,20482,,DANBURY,,,,,,,,,,,,
633,20538,,OLD SAYBROOK,,,,,,,,,,,,
634,20621,,VERNON,,,,,,,,,,,,
635,20623,,BARKHAMSTED,,,,,,,,,,,,
636,20725,,MILFORC,,,,,,,,,,,,
637,20744,,NEW BRITAIN,,,,,,,,,,,,
638,20752,,GREEWNICH,,,,,,,,,,,,
639,20772,,FAIRFIELD,,,,,,,,,,,,
640,20806,,NEWINGTOWN,,,,,,,,,,,,
641,20808,,GRISWOLD,,,,,,,,,,,,
642,20822,,,,12345.0,,,,,,,,,,CT - 20
643,20828,,COLLINSVILLE,,,,,,,,,,,,
644,20836,,CT,,,,,,,,,,,,
645,20850,,MANSFIELD,,,,,,,,,,,,
646,20858,,NORWALK,,,,,,,,,,,,
647,20924,,,,,,,,,,,,,PeoplesBank,
648,21046,,,,,,,,,,,,,,CT -
649,21098,,WARREN,,,,,,,,,,,,
650,21173,,N BRANFORD,,,,,,,,,,,,
651,21193,,LYME,,,,,,,,,,,,
652,21200,,,,,,,,,,,,,PeoplesBank,
653,21239,,,,,,,,,,,,,PeoplesBank,
654,21266,,NORTH HEAVEN,,,,,,,,,,,,
655,21287,,,,,,,,,,,,,PeoplesBank,
656,21292,,STORRS,,,,,,,,,,,,
657,21378,,NEW HAVEN,,,,,,,,,,,,
658,21426,,NEW HAVEN,,,,,,,,,,,,
659,21440,,BRISTOL,,,,,,,,,,,,
660,21459,,MIDDLEFIELD,,,,,,,,,,,,
661,21474,,,,,,,,,,,,,PeoplesBank,
662,21475,,,,,,,,,,,,,PeoplesBank,
663,21535,,,,22222.0,,,,,,,,,,CT -
664,21542,,NORWALK,,,,,,,,,,,,
665,21545,,VERNON,,,,,,,,,,,,
666,21553,,,,,532299.0,,,,,,,,,
667,21555,,NOANK,,,,,,,,,,,,
668,21577,,STORRS MANFLD,,,,,,,,,,,,
669,21579,,RIDGEFIELD,,,,,,,,,,,,
670,21586,,STORRS,,,,,,,,,,,,
671,21608,,HARTFORD,,,,,,,,,,,,
672,21620,,NORTH STONINGTON,,,,,,,,,,,,
673,21684,,VERNON,,,,,,,,,,,,
674,21723,,,,,,,,,,,,,,CT -
675,21746,,,,,,,,,,,,,,CT -
676,21756,,,,,,,,,,,,,PeoplesBank,
677,21771,,DANIESLON,,,,,,,,,,,,
678,21778,,KENSINGTON,,,,,,,,,,,,
679,21790,,NEW HAVEN,,,,,,,,,,,,
680,21795,,SUFFILED,,,,,,,,,,,,
681,21818,,NO HAVEN,,,,,,,,,,,,
682,21838,,CT,,,,,,,,,,,,
683,21907,,,,,452111.0,,,,,,,,,
684,21975,,SOUTH WINDSOR,,,,,,,,,,,,
685,22042,,VERNON,,,,,,,,,,,,
686,22096,,EAST HAVEN,,,,,,,,,,,,
687,22148,,CANAAN,,,,,,,,,,,Citizens Bank,
688,22156,,KENSINGTON,,,,,,,,,,,,
689,22195,,GREENWICH,,,,,,,,,,,,
690,22240,,YALESVILLE,,,,,,,,,,,,
691,22253,,BARKHAMSTED,,,,,,,,,,,,
692,22271,,VERNON,,,,,,,,,,,,
693,22274,,OLD GREENWHICH,,,,,,,,,,,,
694,22281,,NEW HAVEN,,,,,,,,,,,,
695,22340,,GREENWICH,,,,,,,,,,,,
696,22351,,FAIRFEILD,,,,,,,,,,,,
697,22365,,STORRS,,,,,,,,,,,,
698,22490,,,,,722211.0,,,,,,,,,
699,22504,,ROCKY HILL,,,,,,,,,,,,
700,22518,,VERNON,,,,,,,,,,,,
701,22521,,ENFIELD,,,,,,,,,,,,
702,22535,,,,,,,,,,,,,PeoplesBank,
703,22537,,NEW HAVEN,,,,,,,,,,,,
704,22561,,WEST HARTFORD,,,,,,,,,,,,
705,22589,,N FRANKLIN,,,,,,,,,,,,
706,22636,,MIDLETOWN,,,,,,,,,,,,
707,22646,,AMSTON,,,,,,,,,,,,
708,22694,,COLLINSVILLE,,,,,,,,,,,,
709,22701,,EAST HAVEN,,,,,,,,,,,,
710,22729,,GLANSTONBURY,,,,,,,,,,,,
711,22733,,KENT,,,,,,,,,,,,
712,22769,,STORRS,,,,,,,,,,,,
713,22792,,BROOKFIELD,,,,,,,,,,,,
714,22811,,BARKHAMSTED,,,,,,,,,,,,
715,22814,,CT,,,,,,,,,,,,
716,22832,,FORESTVILLE,,,,,,,,,,,,
717,22867,,,,12345.0,,,,,,,,,,CT - 20
718,22873,,STORRS,,,,,,,,,,,,
719,22877,,DANBURY,,,,,,,,,,,,
720,22893,,ROWAYTON,,,,,,,,,,,,
721,22912,,NAUGATUCK,,,,,,,,,,,,
722,22937,,NORTH HAVEN,,,,,,,,,,,,
723,22969,,,,,,,,,,,,,PeoplesBank,
724,22979,,EAST HAVEN,,,,,,,,,,,,
725,23006,,VERNON,,,,,,,,,,,,
726,23046,,MAGGIE DROZDOWSKI MAULE,,,,,,,,,,,,
727,23058,,WEST HARTFORD,,,,,,,,,,,,
728,23062,,LYME,,,,,,,,,,,,
729,23085,,MIDDLETOWN,,,,,,,,,,,,
730,23216,,NAUGATUCK,,,,,,,,,,,,
731,23266,,MIDDLETOWN CT,,,,,,,,,,,,
732,23291,,HARTFORD,,,,,,,,,,,,
733,23303,,EAST HAVEN,,,,,,,,,,,,
734,23321,,,,,,,,,,,,,PeoplesBank,
735,23357,,GUIFLORD,,,,,,,,,,,,
736,23424,,VERNON,,,,,,,,,,,,
737,23436,,NEW HAVEN,,,,,,,,,,,,
738,23585,,UNIIONVILLE,,,,,,,,,,,,
739,23595,,BARKHAMSTED,,,,,,,,,,,,
740,23635,,PINE MEADOW,,,,,,,,,,,,
741,23642,,GREENWICH,,,,,,,,,,,,
742,23644,,VERNON,,,,,,,,,,,,
743,23688,,HARTFORD,,,,,,,,,,,,
744,23749,,HAMDEN,,,,,,,,,,,,
745,23764,,WEST SIMSBURY RD,,,,,,,,,,,,
746,23853,,WARREN,,,,,,,,,,,,
747,23868,,MANCHESTER,,,,,,,,,,,,
748,23893,,VERNON,,,,,,,,,,,,
749,23896,,BRANFORD,,,,,,,,,,,,
750,23914,,NEW HAVEN,,,,,,,,,,,,
751,23920,,,,,,,,,,,,,PeoplesBank,
752,23921,,NEW HAVEN,,,,,,,,,,,,
753,23941,,WEST HARFORD,,,,,,,,,,,,
754,23951,,GREENWICH,,,,,,,,,,,,
755,23962,,"NORWALK, CT",,,,,,,,,,,,
756,23997,,WATERBURY,,,,,,,,,,,,
757,24017,,,,,452990.0,,,,,,,,,
758,24076,,"BERLIN,",,,,,,,,,,,,
759,24105,,LISBON,,,,,,,,,,,,
760,24145,,HUNTINGTON,,,,,,,,,,,,
761,24224,,EAST HAVEN,,,,,,,,,,,,
762,24266,,W HARTFORD,,,,,,,,,,,,
763,24276,,,,,452990.0,,,,,,,,,
764,24305,,SOUTH WINDOR,,,,,,,,,,,,
765,24418,,DANBURY CT,,,,,,,,,,,,
766,24448,,OLD LYME,,,,,,,,,,,,
767,24492,,STORRS,,,,,,,,,,,,
768,24493,,STRATFORD,,,,,,,,,,,,
769,24519,,NEWINGTON CT,,,,,,,,,,,,
770,24521,,BARKHAMSTED,,,,,,,,,,,,
771,24543,,LYME,,,,,,,,,,,,
772,24552,,MPONROE,,,,,,,,,,,,
773,24580,,ESSEX,,,,,,,,,,,,
774,24611,,JULIE BOSSENBERRY,,,,,,,,,,,,
775,24616,,,,,722110.0,,,,,,,,,
776,24694,,"NEW LONDON, CT",,,,,,,,,,,,
777,24706,,VERNON,,,,,,,,,,,,
778,24737,,N HAVEN,,,,,,,,,,,,
779,24740,,LYME,,,,,,,,,,,,
780,24758,,HARTFORD,,,,,,,,,,,,
781,24760,,,,,532230.0,,,,,,,,,
782,24777,,EAST HAVEN,,,,,,,,,,,,
783,24800,,,,,,,,,,,,,PeoplesBank,
784,24804,,NEW HAVEN,,,,,,,,,,,,
785,24837,,COLLINSVILLE,,,,,,,,,,,,
786,24864,,VERNON,,,,,,,,,,,,
787,24899,,,,65130.0,,,,,,,,,,CT -
788,24906,,EAST HARTFORD,,,,,,,,,,,,
789,24933,,,,,452990.0,,,,,,,,,
790,24960,,KENSINGTON,,,,,,,,,,,,
791,25016,,"OLD SAYBROOK ,CT",,,,,,,,,,,,
792,25040,,"BRANFORD, CT",,,,,,,,,,,,
793,25095,,"BRIDGEPORT,",,,,,,,,,,,,
794,25108,,EAST HADDAM,,,,,,,,,,,,
795,25155,,KENSINGTON,,,,,,,,,,,,
796,25199,,EAST HAVEN,,,,,,,,,,,,
797,25227,,COLLINSVILLE,,,,,,,,,,,,
798,25262,,,,,722211.0,,,,,,,,,
799,25282,,SHELTON,,,,,,,,,,,,
800,25365,,"GLASTONBURY,",,,,,,,,,,,,
801,25464,,KENSINGTON,,,,,,,,,,,,
802,25505,,WEST HARTFORD,,,,,,,,,,,,
803,25548,,VERNON,,,,,,,,,,,,
804,25562,,VERNON,,,,,,,,,,,,
805,25604,,WEST HARTFORD,,,,,,,,,,,,
806,25631,,,,,,,,,,,,,,CT - 02
807,25654,,LISBON,,,,,,,,,,,,
808,25690,,WEST HARFORD,,,,,,,,,,,,
809,25709,,HARTFORD,,,,,,,,,,,,
810,25713,,HEBRON CT,,,,,,,,,,,,
811,25714,,"ROCKY HILL,",,,,,,,,,,,,
812,25717,,"CROMWELL,",,,,,,,,,,,,
813,25776,,SO. GLASTONBURY,,,,,,,,,,,,
814,25858,,VERNON,,,,,,,,,,,,
815,25868,,CT,,,,,,,,,,,,
816,25894,,VERNON,,,,,,,,,,,,
817,25895,,EAST HARTFORD CT,,,,,,,,,,,,
818,25896,,GREENWICH,,,,,,,,,,,,
819,25898,,VERNON,,,,,,,,,,,,
820,25904,,,,,,,,,,,,,,CT -
821,25909,,ROWAYTON,,,,,,,,,,,,
822,25974,,VERNON,,,,,,,,,,,,
823,25981,,VERNON,,,,,,,,,,,,
824,25986,,CLARISSA CLARKE,,,,,,,,,,,,
825,25992,,MANCHESTER,,,,,,,,,,,,
826,25993,,VERNON,,,,,,,,,,,,
827,26008,,LYME,,,,,,,,,,,,
828,26048,,NEW HAVEN,,,,,,,,,,,,
829,26102,,FAIFIELD,,,,,,,,,,,,
830,26104,,MYSTIC,,,,,,,,,,,,
831,26150,,YALESVILLE,,,,,,,,,,,,
832,26164,,GREENICH,,,,,,,,,,,,
833,26222,,ALLAN FRIEDMAN,,,,,,,,,,,,
834,26238,,EAST HAVEN,,,,,,,,,,,,
835,26249,,EAST HARTORD,,,,,,,,,,,,
836,26276,,BARKHAMSTED,,,,,,,,,,,,
837,26290,,LYME,,,,,,,,,,,,
838,26360,,BEIDGEPORT,,,,,,,,,,,,
839,26387,,NEW HAVEN,,,,,,,,,,,,
840,26399,,GRISWOLD,,,,,,,,,,,,
841,26401,,GREENWICH,,,,,,,,,,,,
842,26415,,KENSINGTON,,,,,,,,,,,,
843,26459,,GREEENWICH,,,,,,,,,,,,
844,26510,,KENSINGTON,,,,,,,,,,,,
845,26543,,EAST HARTFORD,,,,,,,,,,,,
846,26560,,BARKHAMSTED,,,,,,,,,,,,
847,26569,,,,,452111.0,,,,,,,,,
848,26599,,STAMFORD,,,,,,,,,,,,
849,26636,,VERNON,,,,,,,,,,,,
850,26666,,CHESIRE,,,,,,,,,,,,
851,26695,,GLASTONBURY CT,,,,,,,,,,,,
852,26705,,MIDDLETOWN,,,,,,,,,,,,
853,26745,,NEW HAVEN,,,,,,,,,,,,
854,26746,,GLASTONBURY,,,,,,,,,,,,
855,26771,,NEWINGTOWN,,,,,,,,,,,,
856,26778,,ROWAYTON,,,,,,,,,,,,
857,26794,,SIMSBURY,,,,,,,,,,,,
858,26803,,SATMFORD,,,,,,,,,,,,
859,26822,,,,,211112.0,,,,,,,,,
860,26888,,07410,,,,,,,,,,,,
861,27040,,NEW HAVEN,,,,,,,,,,,,
862,27101,,06614,,,,,,,,,,,,
863,27111,,BARKHAMSTED,,,,,,,,,,,,
864,27169,,LYME,,,,,,,,,,,,
865,27171,,EAST HAVEN,,,,,,,,,,,,
866,27200,,COLLINSVILLE,,,,,,,,,,,,
867,27295,,GLASTONBURY,,,,,,,,,,,,
868,27308,,ESSEX,,,,,,,,,,,,
869,27310,,GLASTONBURY,,,,,,,,,,,,
870,27353,,DANBURY,,,,,,,,,,,,
871,27417,,NEW PRESTON,,,,,,,,,,,,
872,27448,,BURLINTON,,,,,,,,,,,,
873,27484,,ROWAYTON,,,,,,,,,,,,
874,27507,,MANSFIELD,,,,,,,,,,,,
875,27600,,FAIRFIED,,,,,,,,,,,,
876,27622,,GREENWICH,,,,,,,,,,,,
877,27640,,WESTPORT,,,,,,,,,,,,
878,27673,,MIDLETOWN,,,,,,,,,,,,
879,27688,,HADDAM,,,,,,,,,,,,
880,27714,,BARKHAMSTED,,,,,,,,,,,,
881,27775,,SOUTH NORWALK,,,,,,,,,,,,
882,27802,,FAIRFIELD,,,,,,,,,,,,
883,27841,,COLLINSVILLE,,,,,,,,,,,,
884,27852,,WATERFORD,,,,,,,,,,,,
885,27879,,LYME,,,,,,,,,,,,
886,27918,,ROWAYTON,,,,,,,,,,,,
887,27958,,GREENWICH,,,,,,,,,,,,
888,27964,,STONINGTON,,,,,,,,,,,,
889,27972,,GREENWICH,,,,,,,,,,,,
890,27974,,ESSEX,,,,,,,,,,,,
891,27981,,"WEST HARTFORD,",,,,,,,,,,,,
892,28022,,WESTPORT,,,,,,,,,,,,
893,28079,,FAIRFIEL,,,,,,,,,,,,
894,28154,,S WINDSOR,,,,,,,,,,,,
895,28194,,NAPLES,,,,,,,,,,,,
896,28200,,FARMINGTON,,,,,,,,,,,,
897,28242,,,,,,,,,,,,,PeoplesBank,
898,28261,,,,,,,,,,,,,PeoplesBank,
899,28264,,,,,517210.0,,,,,,,,,
900,28273,,STAFFORD,,,,,,,,,,,,
901,28277,,,,,,,,,,,,,PeoplesBank,
902,28280,,GUIFORD,,,,,,,,,,,,
903,28290,,,,,,,,,,,,,PeoplesBank,
904,28311,,WARREN,,,,,,,,,,,,
905,28392,,EAST HAVEN,,,,,,,,,,,,
906,28402,,WARREN,,,,,,,,,,,,
907,28407,,,,,,,,,,,,,PeoplesBank,
908,28436,,NEW PRESTON,,,,,,,,,,,,
909,28439,,NEW HAVEN,,,,,,,,,,,,
910,28491,,"SIMSBURY,",,,,,,,,,,,,
911,28505,,WARREN,,,,,,,,,,,,
912,28572,,COLLINSVILLE,,,,,,,,,,,,
913,28575,,HARTFORD,,,,,,,,,,,,
914,28592,,GRISWOLD,,,,,,,,,,,,
915,28617,,WATERBURY,,,,,,,,,,,,
916,28703,,YALESVILLE,,,,,,,,,,,,
917,28704,,ROWAYTON,,,,,,,,,,,,
918,28708,,NEW HAVEN,,,,,,,,,,,,
919,28713,,HARTFROD,,,,,,,,,,,,
920,28779,,MANCHESTER,,,,,,,,,,,,
921,28792,,BARKHAMSTED,,,,,,,,,,,,
922,28803,,GREENWICH CT,,,,,,,,,,,,
923,28827,,EAST HAVEN,,,,,,,,,,,,
924,28860,,RIDGEFIED,,,,,,,,,,,,
925,28863,,MANCHESTER,,,,,,,,,,,,
926,28917,,NEW HAVEN,,,,,,,,,,,,
927,28933,,BARKHAMSTED,,,,,,,,,,,,
928,28954,,SYED K SHAH,,,,,,,,,,,,
929,28973,,NEW HAVEN,,,,,,,,,,,,
930,28994,,BARKHAMSTED,,,,,,,,,,,,
931,29055,,COLLINSVILLE,,,,,,,,,,,,
932,29103,,"STRATFORD,",,,,,,,,,,,,
933,29162,,EAST HAVEN,,,,,,,,,,,,
934,29164,,NORWALK,,,,,,,,,,,,
935,29252,,GUILFORD,,,,,,,,,,,,
936,29268,,VERNON,,,,,,,,,,,,
937,29282,,STORRS,,,,,,,,,,,,
938,29303,,NEW HAVEN,,,,,,,,,,,,
939,29306,,MYSTIIC,,,,,,,,,,,,
940,29389,,STORRS,,,,,,,,,,,,
941,29447,,HARTFORD,,,,,,,,,,,,
942,29590,,,,,,,,,,,,,,CT -
943,29596,,KENNETH G KAINE,,,,,,,,,,,,
944,29598,,VERNON,,,,,,,,,,,,
945,29606,,WALLILGFORD,,,,,,,,,,,,
946,29628,,EAST HAVEN,,,,,,,,,,,,
947,29716,,VERNON,,,,,,,,,,,,
948,29717,,EAST HAVEN,,,,,,,,,,,,
949,29760,,WATERBURTY,,,,,,,,,,,,
950,29791,,NEWINTON,,,,,,,,,,,,
951,29842,,WATERBURY,,,,,,,,,,,,
952,29848,,SUFFIELD,,,,,,,,,,,,
953,29851,,VERNON,,,,,,,,,,,,
954,29940,,VERNON,,,,,,,,,,,,
955,29951,,W REDDING,,,,,,,,,,,,
956,29956,,WETHERSFIELD CT,,,,,,,,,,,,
957,30079,,WETHERSFIELD,,,,,,,,,,,,
958,30139,,,,,,,,,,,,,,CT -
959,30204,,VERNON,,,,,,,,,,,,
960,30255,,CROMWELL,,,,,,,,,,,,
961,30258,,WEST REDDING,,,,,,,,,,,,
962,30284,,PLANTSVILLE,,,,,,,,,,,,
963,30325,,CHESHIRE,,,,,,,,,,,,
964,30344,,EAST HAVEN,,,,,,,,,,,,
965,30355,,OLD SAYBROOK,,,,,,,,,,,,
966,30395,,HARTFORD,,,,,,,,,,,,
967,30417,,EAST HAVEN,,,,,,,,,,,,
968,30447,,,,,532230.0,,,,,,,,,
969,30476,,HARWINTON,,,,,,,,,,,,
970,30491,,VERNON,,,,,,,,,,,,
971,30532,,EAST HAMPTON CT,,,,,,,,,,,,
972,30533,,STORRS,,,,,,,,,,,,
973,30543,,GROTON,,,,,,,,,,,,
974,30549,,WATERBURY,,,,,,,,,,,,
975,30578,,NEW CANNAN,,,,,,,,,,,,
976,30598,,MONTVILLE,,,,,,,,,,,,
977,30607,,WARREN,,,,,,,,,,,,
978,30622,,GREENWICH / CONNECTICUT,,,,,,,,,,,,
979,30678,,VERNON,,,,,,,,,,,,
980,30687,,,,,,,,,,,,,Citizens Bank,
981,30690,,"WESTPORT, CT",,,,,,,,,,,,
982,30729,,CAROL SCULLY,,,,,,,,,,,,
983,30746,,,,,,,,,,,,,,CT -
984,30811,,GREENWICH,,,,,,,,,,,,
985,30819,,BARKHAMSTED,,,,,,,,,,,,
986,30891,,CT,,,,,,,,,,,,
987,30899,,,,,,,,,,,,,,CT -
988,30973,,,,,452990.0,,,,,,,,,
989,31006,,NES LONDON,,,,,,,,,,,,
990,31061,,WINDHAM,,,,,,,,,,,,
991,31105,,GREENWISH,,,,,,,,,,,,
992,31107,,VERNON,,,,,,,,,,,,
993,31117,,NEW BRITIAN,,,,,,,,,,,,
994,31120,,ROCKY HLLL,,,,,,,,,,,,
995,31150,,POMFRET,,,,,,,,,,,,
996,31172,,YALESVILLE,,,,,,,,,,,,
997,31222,,COLLINSVILLE,,,,,,,,,,,,
998,31227,,KILLINGWORTH,,,,,,,,,,,,
999,31234,,WEST HARTFORD,,,,,,,,,,,,
1000,31246,,NAUGATUK,,,,,,,,,,,,
1001,31257,,VERNON,,,,,,,,,,,,
1002,31323,,WARREN,,,,,,,,,,,,
1003,31343,,N GRANBY,,,,,,,,,,,,
1004,31377,,KENSINGTON,,,,,,,,,,,,
1005,31393,,,,10538.0,,,,,,,,,,CT - 16
1006,31394,,,,,,,,,,,,,,CT -
1007,31403,,N GROSVENORDL,,,,,,,,,,,,
1008,31407,,W HARTFORD,,,,,,,,,,,,
1009,31424,,"CROMWELL,",,,,,,,,,,,,
1010,31469,,VERNON,,,,,,,,,,,,
1011,31507,,06704,,,,,,,,,,,,
1012,31600,,,,,,,,,,,,,,CT -
1013,31611,,LISBON,,,,,,,,,,,,
1014,31614,,BARKHAMSTED,,,,,,,,,,,,
1015,31695,,GRISWOLD,,,,,,,,,,,,
1016,31705,,VERNON,,,,,,,,,,,,
1017,31732,,WINDSOR CT.,,,,,,,,,,,,
1018,31773,,BEACONFALLS,,,,,,,,,,,,
1019,31815,,NEW BRITIAN,,,,,,,,,,,,
1020,31829,,STORRS,,,,,,,,,,,,
1021,31887,,CT,,,,,,,,,,,,
1022,31888,,VERNON,,,,,,,,,,,,
1023,31900,,HARTFORD,,,,,,,,,,,,
1024,31955,,RIDGHEFILED,,,,,,,,,,,,
1025,31994,,STONINGTON,,,,,,,,,,,,
1026,32129,,VERNON,,,,,,,,,,,,
1027,32188,,,,,,,,,,,,,PeoplesBank,
1028,32220,,CLINTON,,,,,,,,,,,,
1029,32221,,TRUMBULL,,,,,,,,,,,,
1030,32282,,VERNON,,,,,,,,,,,,
1031,32287,,NEW HAVEN,,,,,,,,,,,,
1032,32321,,SHELTON,,,,,,,,,,,,
1033,32365,,NEW HAVEN,,,,,,,,,,,,
1034,32420,,FAIRFIELD,,,,,,,,,,,,
1035,32421,,MANSFIELD,,,,,,,,,,,,
1036,32466,,NEW HAVEN,,,,,,,,,,,,
1037,32487,,NEW HAVEN,,,,,,,,,,,,
1038,32491,,,,,513210.0,,,,,,,,,
1039,32512,,UNCASVILLE,,,,,,,,,,,,
1040,32538,,COLLINSVILLE,,,,,,,,,,,,
1041,32561,,VERNON,,,,,,,,,,,,
1042,32577,,NEW HAVEN,,,,,,,,,,,,
1043,32611,,KENSINGTON,,,,,,,,,,,,
1044,32753,,,,,452910.0,,,,,,,,,
1045,32814,,NORTH CANAAN,,,,,,,,,,,,
1046,32816,,CT,,,,,,,,,,,,
1047,32818,,NORTH HAVEN,,,,,,,,,,,,
1048,32835,,MANSFIELD,,,,,,,,,,,,
1049,32919,,HUNTINGTON,,,,,,,,,,,,
1050,32944,,NEW HAVEN,,,,,,,,,,,,
1051,32946,,VERNON,,,,,,,,,,,,
1052,32971,,SOUTHPORT,,,,,,,,,,,,
1053,32994,,TRUMBUJLL,,,,,,,,,,,,
1054,33021,,"WETHERSFIELD,",,,,,,,,,,,,
1055,33058,,,,,,,,,,,,,PeoplesBank,
1056,33066,,COLLINSVILLE,,,,,,,,,,,,
1057,33093,,EAST HAVEN,,,,,,,,,,,,
1058,33101,,ROWAYTON,,,,,,,,,,,,
1059,33146,,WEST HARFORD,,,,,,,,,,,,
1060,33148,,EAST HAVEN,,,,,,,,,,,,
1061,33208,,BROOKFIELD,,,,,,,,,,,,
1062,33227,,VERNON,,,,,,,,,,,,
1063,33249,,BARKHAMSTED,,,,,,,,,,,,
1064,33268,,EAST HAVEN,,,,,,,,,,,,
1065,33321,,GRISWOLD,,,,,,,,,,,,
1066,33380,,WARREN,,,,,,,,,,,,
1067,33406,,UNIONVILLE,,,,,,,,,,,,
1068,33469,,CT,,,,,,,,,,,,
1069,33477,,PROSPECT,,,,,,,,,,,,
